SalesOrderLineKey,OrderDate,ShipDate,OrderTimeStamp,ProductKey,CustomerKey,GeographyKey,CanalKey,CanalVenta,PromocionKey,PromocionCodigo,Cantidad,UnitPrice,ImporteVenta,ImporteCosto,ShipAddressFull,InternalNotes,ETLLoadID
38646,2024-06-19 19:01:03,2024-06-26 11:24:03,2024-06-19 19:01:03.000,56,770,13,5,Call Center,4,LOYALTY,3,476.505749,1215.09,993.42,8394 Calle Central Apt 618 - Ref 038646,Nota interna orden 038646: validacion logistica 385843 prioridad A lote 8d2ab54d,ETL-20240619-038646
38647,2025-12-27 19:44:59,2025-12-30 19:46:59,2025-12-27 19:44:59.000,42,2003,27,5,Call Center,15,CYBER,4,1108.758953,4435.04,2724.21,7693 Calle Central Apt 46 - Ref 038647,Nota interna orden 038647: validacion logistica 786598 prioridad B lote cbede868,ETL-20251227-038647
38648,2025-11-22 05:40:47,2025-11-27 13:26:47,2025-11-22 05:40:47.000,29,912,34,3,Distribuidor,17,OUTLET,5,990.816722,4706.38,3444.40,6461 Calle Central Apt 53 - Ref 038648,Nota interna orden 038648: validacion logistica 524540 prioridad A lote f1f28a6c,ETL-20251122-038648
38649,2025-05-30 09:25:12,2025-06-01 22:27:12,2025-05-30 09:25:12.000,58,790,13,5,Call Center,18,TEMPORADA,2,308.897408,556.02,451.43,3328 Calle Central Apt 271 - Ref 038649,Nota interna orden 038649: validacion logistica 743812 prioridad A lote 416c871b,ETL-20250530-038649
38650,2024-07-09 00:05:16,2024-07-10 20:50:16,2024-07-09 00:05:16.000,47,1864,2,5,Call Center,16,LOYALTY,3,463.294646,1320.39,1051.94,6774 Calle Central Apt 22 - Ref 038650,Nota interna orden 038650: validacion logistica 664806 prioridad B lote fa31d056,ETL-20240709-038650
38651,2024-06-16 04:53:25,2024-06-17 15:25:25,2024-06-16 04:53:25.000,46,1085,6,4,Marketplace,8,CYBER,1,605.703052,605.70,281.97,9801 Calle Central Apt 77 - Ref 038651,Nota interna orden 038651: validacion logistica 902421 prioridad C lote 84e1e384,ETL-20240616-038651
38652,2023-12-08 08:30:31,2023-12-15 13:22:31,2023-12-08 08:30:31.000,8,2294,1,2,Tienda Fisica,2,BLACKFRIDAY,6,636.461140,3704.20,2176.73,6965 Calle Central Apt 266 - Ref 038652,Nota interna orden 038652: validacion logistica 686920 prioridad B lote 8c189f58,ETL-20231208-038652
38653,2024-11-23 22:02:29,2024-11-29 22:27:29,2024-11-23 22:02:29.000,74,491,2,3,Distribuidor,3,CYBER,7,229.797940,1367.30,858.48,244 Calle Central Apt 406 - Ref 038653,Nota interna orden 038653: validacion logistica 102686 prioridad A lote da5348dd,ETL-20241123-038653
38654,2025-09-24 06:03:32,2025-09-26 09:11:32,2025-09-24 06:03:32.000,28,156,3,4,Marketplace,18,TEMPORADA,8,378.611540,2726.00,1499.03,6505 Calle Central Apt 833 - Ref 038654,Nota interna orden 038654: validacion logistica 991133 prioridad A lote 126ac704,ETL-20250924-038654
38655,2023-12-25 16:45:24,2023-12-31 12:42:24,2023-12-25 16:45:24.000,4,2154,21,3,Distribuidor,19,BLACKFRIDAY,3,1204.056705,3431.56,1993.94,2079 Calle Central Apt 625 - Ref 038655,Nota interna orden 038655: validacion logistica 139315 prioridad C lote 7fb3c3cc,ETL-20231225-038655
38656,2023-08-30 05:30:02,2023-09-08 08:44:02,2023-08-30 05:30:02.000,29,2310,19,3,Distribuidor,13,SIN_PROMO,4,784.379979,2823.77,2761.92,9658 Calle Central Apt 763 - Ref 038656,Nota interna orden 038656: validacion logistica 274592 prioridad A lote ac2ce0ea,ETL-20230830-038656
38657,2025-07-28 11:20:50,2025-07-31 20:43:50,2025-07-28 11:20:50.000,5,1144,2,3,Distribuidor,1,SIN_PROMO,8,459.465950,3308.15,2209.49,2361 Calle Central Apt 659 - Ref 038657,Nota interna orden 038657: validacion logistica 419941 prioridad A lote 429a807e,ETL-20250728-038657
38658,2025-11-06 07:35:29,2025-11-12 19:40:29,2025-11-06 07:35:29.000,33,1473,29,2,Tienda Fisica,13,SIN_PROMO,3,1025.285969,2768.27,1666.04,4618 Calle Central Apt 50 - Ref 038658,Nota interna orden 038658: validacion logistica 309974 prioridad A lote a3ac228d,ETL-20251106-038658
38659,2024-03-03 18:46:19,2024-03-12 19:31:19,2024-03-03 18:46:19.000,9,1715,33,1,Online,7,BLACKFRIDAY,6,1358.159087,6926.61,4621.50,1346 Calle Central Apt 926 - Ref 038659,Nota interna orden 038659: validacion logistica 391936 prioridad C lote 840add08,ETL-20240303-038659
38660,2023-12-15 06:33:34,2023-12-18 16:07:34,2023-12-15 06:33:34.000,19,1320,26,2,Tienda Fisica,3,CYBER,7,749.267701,4458.14,4007.13,3578 Calle Central Apt 13 - Ref 038660,Nota interna orden 038660: validacion logistica 636812 prioridad B lote 7a319e75,ETL-20231215-038660
38661,2023-12-02 13:37:47,2023-12-04 09:39:47,2023-12-02 13:37:47.000,5,167,22,1,Online,15,CYBER,8,377.358601,3018.87,2144.25,1493 Calle Central Apt 314 - Ref 038661,Nota interna orden 038661: validacion logistica 462135 prioridad A lote dc712f4f,ETL-20231202-038661
38662,2025-02-09 02:29:36,2025-02-17 02:39:36,2025-02-09 02:29:36.000,27,2195,29,4,Marketplace,10,OUTLET,7,21.183467,143.84,115.85,7630 Calle Central Apt 363 - Ref 038662,Nota interna orden 038662: validacion logistica 836590 prioridad C lote 85900bbc,ETL-20250209-038662
38663,2023-03-06 09:17:15,2023-03-09 13:18:15,2023-03-06 09:17:15.000,75,147,18,5,Call Center,19,BLACKFRIDAY,8,1000.012411,7600.09,5807.33,7432 Calle Central Apt 161 - Ref 038663,Nota interna orden 038663: validacion logistica 321925 prioridad A lote d3c1d6d1,ETL-20230306-038663
38664,2023-05-14 15:56:54,2023-05-24 05:38:54,2023-05-14 15:56:54.000,41,1607,33,1,Online,3,CYBER,7,643.133565,3826.64,3612.42,7395 Calle Central Apt 493 - Ref 038664,Nota interna orden 038664: validacion logistica 145622 prioridad C lote f450e15e,ETL-20230514-038664
38665,2023-09-07 00:36:46,2023-09-11 22:36:46,2023-09-07 00:36:46.000,72,1050,27,4,Marketplace,4,LOYALTY,4,389.898882,1325.66,750.57,9045 Calle Central Apt 910 - Ref 038665,Nota interna orden 038665: validacion logistica 344140 prioridad C lote 25081ccd,ETL-20230907-038665
38666,2024-02-17 18:55:59,2024-02-18 20:33:59,2024-02-17 18:55:59.000,35,2337,13,3,Distribuidor,16,LOYALTY,8,1067.266290,8111.22,6198.36,4303 Calle Central Apt 799 - Ref 038666,Nota interna orden 038666: validacion logistica 156105 prioridad B lote fc8b8519,ETL-20240217-038666
38667,2025-08-13 22:58:02,2025-08-22 03:29:02,2025-08-13 22:58:02.000,60,732,20,1,Online,2,BLACKFRIDAY,6,384.432383,2237.40,1140.18,1439 Calle Central Apt 995 - Ref 038667,Nota interna orden 038667: validacion logistica 762035 prioridad C lote c7f1ea8a,ETL-20250813-038667
38668,2023-03-08 10:13:41,2023-03-10 16:49:41,2023-03-08 10:13:41.000,56,1432,15,5,Call Center,19,BLACKFRIDAY,6,507.986390,2895.52,2037.84,7175 Calle Central Apt 766 - Ref 038668,Nota interna orden 038668: validacion logistica 181318 prioridad A lote 2e3fa82c,ETL-20230308-038668
38669,2025-05-28 05:17:47,2025-05-29 13:35:47,2025-05-28 05:17:47.000,45,352,26,5,Call Center,2,BLACKFRIDAY,8,1164.773079,9038.64,5397.04,6639 Calle Central Apt 606 - Ref 038669,Nota interna orden 038669: validacion logistica 179072 prioridad C lote b2a87888,ETL-20250528-038669
38670,2023-04-30 09:37:48,2023-05-07 04:26:48,2023-04-30 09:37:48.000,29,801,31,2,Tienda Fisica,20,CYBER,8,784.004339,5770.27,5515.99,8661 Calle Central Apt 193 - Ref 038670,Nota interna orden 038670: validacion logistica 427735 prioridad A lote 92e322c8,ETL-20230430-038670
38671,2023-04-23 10:14:08,2023-05-03 05:22:08,2023-04-23 10:14:08.000,7,2000,15,2,Tienda Fisica,18,TEMPORADA,3,1364.885541,3685.19,2567.57,2728 Calle Central Apt 210 - Ref 038671,Nota interna orden 038671: validacion logistica 541538 prioridad C lote 14db793a,ETL-20230423-038671
38672,2024-03-29 13:00:11,2024-04-03 08:38:11,2024-03-29 13:00:11.000,29,732,20,3,Distribuidor,22,OUTLET,4,946.200683,3406.32,2587.12,7050 Calle Central Apt 976 - Ref 038672,Nota interna orden 038672: validacion logistica 107608 prioridad B lote 72f59a1b,ETL-20240329-038672
38673,2025-07-10 03:57:01,2025-07-17 04:18:01,2025-07-10 03:57:01.000,34,1139,12,2,Tienda Fisica,20,CYBER,6,1476.805179,8151.96,4793.25,5981 Calle Central Apt 904 - Ref 038673,Nota interna orden 038673: validacion logistica 522918 prioridad B lote cc89e989,ETL-20250710-038673
38674,2023-05-11 17:30:21,2023-05-14 04:13:21,2023-05-11 17:30:21.000,19,1233,24,1,Online,13,SIN_PROMO,6,711.648888,3842.90,3607.82,8443 Calle Central Apt 608 - Ref 038674,Nota interna orden 038674: validacion logistica 247928 prioridad A lote a342560c,ETL-20230511-038674
38675,2025-03-28 15:56:53,2025-04-03 03:34:53,2025-03-28 15:56:53.000,63,1941,9,1,Online,21,LOYALTY,7,1001.427999,6659.50,5563.65,2961 Calle Central Apt 886 - Ref 038675,Nota interna orden 038675: validacion logistica 760016 prioridad C lote 093e1129,ETL-20250328-038675
38676,2023-01-28 20:03:40,2023-02-04 08:16:40,2023-01-28 20:03:40.000,17,401,7,1,Online,12,SIN_PROMO,6,177.465025,958.31,815.36,9512 Calle Central Apt 832 - Ref 038676,Nota interna orden 038676: validacion logistica 660602 prioridad B lote 7c100b05,ETL-20230128-038676
38677,2023-11-01 05:56:14,2023-11-07 02:50:14,2023-11-01 05:56:14.000,64,1962,19,3,Distribuidor,21,LOYALTY,8,31.678255,240.75,177.76,5138 Calle Central Apt 444 - Ref 038677,Nota interna orden 038677: validacion logistica 711790 prioridad C lote aae26d6d,ETL-20231101-038677
38678,2024-11-30 02:23:20,2024-12-07 03:31:20,2024-11-30 02:23:20.000,43,2059,32,5,Call Center,3,CYBER,3,154.827934,394.81,304.88,4895 Calle Central Apt 708 - Ref 038678,Nota interna orden 038678: validacion logistica 761524 prioridad A lote 9a072c88,ETL-20241130-038678
38679,2023-02-22 14:41:22,2023-03-02 15:00:22,2023-02-22 14:41:22.000,11,846,22,2,Tienda Fisica,21,LOYALTY,2,535.476763,1017.41,878.69,4548 Calle Central Apt 165 - Ref 038679,Nota interna orden 038679: validacion logistica 730882 prioridad A lote fde82776,ETL-20230222-038679
38680,2025-11-03 08:15:35,2025-11-07 06:14:35,2025-11-03 08:15:35.000,31,1291,31,2,Tienda Fisica,24,SIN_PROMO,6,1507.261744,9043.57,4267.13,1719 Calle Central Apt 850 - Ref 038680,Nota interna orden 038680: validacion logistica 602715 prioridad B lote 2667018e,ETL-20251103-038680
38681,2023-06-19 20:08:04,2023-06-24 22:19:04,2023-06-19 20:08:04.000,60,1886,24,1,Online,18,TEMPORADA,4,362.233093,1304.04,692.47,7600 Calle Central Apt 543 - Ref 038681,Nota interna orden 038681: validacion logistica 940102 prioridad C lote ea23eaf8,ETL-20230619-038681
38682,2024-11-01 22:30:11,2024-11-06 00:22:11,2024-11-01 22:30:11.000,42,605,19,1,Online,4,LOYALTY,1,1041.863534,885.58,726.74,5916 Calle Central Apt 119 - Ref 038682,Nota interna orden 038682: validacion logistica 423982 prioridad C lote d09da7bc,ETL-20241101-038682
38683,2025-06-23 11:27:29,2025-06-25 08:39:29,2025-06-23 11:27:29.000,19,2377,19,2,Tienda Fisica,24,SIN_PROMO,3,715.490817,2146.47,1699.87,2063 Calle Central Apt 525 - Ref 038683,Nota interna orden 038683: validacion logistica 356350 prioridad B lote 980d99a5,ETL-20250623-038683
38684,2024-08-21 23:59:38,2024-08-25 13:19:38,2024-08-21 23:59:38.000,21,66,24,2,Tienda Fisica,1,SIN_PROMO,5,787.121147,3542.05,2868.53,3920 Calle Central Apt 816 - Ref 038684,Nota interna orden 038684: validacion logistica 364376 prioridad C lote 1de3ab4a,ETL-20240821-038684
38685,2025-03-25 20:40:29,2025-03-27 15:43:29,2025-03-25 20:40:29.000,67,1984,24,2,Tienda Fisica,6,TEMPORADA,4,491.255315,1807.82,981.10,3715 Calle Central Apt 492 - Ref 038685,Nota interna orden 038685: validacion logistica 305178 prioridad B lote 539fed27,ETL-20250325-038685
38686,2025-07-24 18:59:09,2025-07-26 22:36:09,2025-07-24 18:59:09.000,7,1708,10,4,Marketplace,7,BLACKFRIDAY,6,1390.352951,7090.80,5138.21,5686 Calle Central Apt 28 - Ref 038686,Nota interna orden 038686: validacion logistica 476713 prioridad B lote 02c0423c,ETL-20250724-038686
38687,2025-10-25 18:33:03,2025-10-28 14:52:03,2025-10-25 18:33:03.000,37,59,8,4,Marketplace,9,LOYALTY,3,860.967349,2453.76,1776.76,3156 Calle Central Apt 442 - Ref 038687,Nota interna orden 038687: validacion logistica 287497 prioridad C lote 280ae459,ETL-20251025-038687
38688,2023-11-17 03:27:01,2023-11-18 05:50:01,2023-11-17 03:27:01.000,60,446,2,2,Tienda Fisica,13,SIN_PROMO,6,346.184908,1869.40,1103.02,6085 Calle Central Apt 97 - Ref 038688,Nota interna orden 038688: validacion logistica 433985 prioridad A lote da729462,ETL-20231117-038688
38689,2024-10-11 07:41:02,2024-10-15 00:22:02,2024-10-11 07:41:02.000,72,2456,32,3,Distribuidor,3,CYBER,5,371.055763,1576.99,962.24,7434 Calle Central Apt 878 - Ref 038689,Nota interna orden 038689: validacion logistica 418427 prioridad B lote 2fdfbf7f,ETL-20241011-038689
38690,2024-01-30 01:08:12,2024-02-03 08:29:12,2024-01-30 01:08:12.000,23,2327,27,3,Distribuidor,4,LOYALTY,5,585.003623,2486.27,2018.61,8604 Calle Central Apt 106 - Ref 038690,Nota interna orden 038690: validacion logistica 629647 prioridad A lote e040442d,ETL-20240130-038690
38691,2025-07-14 11:50:37,2025-07-22 15:55:37,2025-07-14 11:50:37.000,64,1710,29,3,Distribuidor,4,LOYALTY,1,26.698097,22.69,23.24,851 Calle Central Apt 875 - Ref 038691,Nota interna orden 038691: validacion logistica 474449 prioridad B lote 8c61e578,ETL-20250714-038691
38692,2023-05-04 17:47:40,2023-05-06 22:23:40,2023-05-04 17:47:40.000,45,1602,17,5,Call Center,3,CYBER,3,1319.212845,3363.99,1991.09,4993 Calle Central Apt 851 - Ref 038692,Nota interna orden 038692: validacion logistica 176151 prioridad B lote 762261aa,ETL-20230504-038692
38693,2023-03-30 00:17:40,2023-04-02 19:53:40,2023-03-30 00:17:40.000,4,734,10,4,Marketplace,4,LOYALTY,7,987.367578,5874.84,5039.71,7340 Calle Central Apt 63 - Ref 038693,Nota interna orden 038693: validacion logistica 159825 prioridad A lote cd43c91c,ETL-20230330-038693
38694,2025-01-19 03:00:50,2025-01-24 05:58:50,2025-01-19 03:00:50.000,9,1069,6,3,Distribuidor,2,BLACKFRIDAY,5,1162.524406,5638.24,4124.33,1995 Calle Central Apt 272 - Ref 038694,Nota interna orden 038694: validacion logistica 714214 prioridad B lote 9c690706,ETL-20250119-038694
38695,2024-05-23 17:51:56,2024-05-27 18:12:56,2024-05-23 17:51:56.000,75,1467,14,2,Tienda Fisica,16,LOYALTY,4,1230.027722,4674.11,2981.47,9124 Calle Central Apt 18 - Ref 038695,Nota interna orden 038695: validacion logistica 442330 prioridad B lote 655fa5b8,ETL-20240523-038695
38696,2025-06-30 20:01:30,2025-07-06 03:16:30,2025-06-30 20:01:30.000,60,621,25,3,Distribuidor,19,BLACKFRIDAY,2,318.871878,605.86,356.07,9685 Calle Central Apt 268 - Ref 038696,Nota interna orden 038696: validacion logistica 758978 prioridad A lote 059156dd,ETL-20250630-038696
38697,2023-06-23 16:05:35,2023-06-25 11:49:35,2023-06-23 16:05:35.000,24,973,27,4,Marketplace,17,OUTLET,7,1367.444339,9093.50,5847.65,3253 Calle Central Apt 424 - Ref 038697,Nota interna orden 038697: validacion logistica 213636 prioridad A lote 00f7ba71,ETL-20230623-038697
38698,2024-08-04 05:56:20,2024-08-10 10:32:20,2024-08-04 05:56:20.000,72,2198,15,5,Call Center,12,SIN_PROMO,2,286.133428,515.04,382.00,325 Calle Central Apt 421 - Ref 038698,Nota interna orden 038698: validacion logistica 542409 prioridad A lote 94f9ca23,ETL-20240804-038698
38699,2023-05-14 12:52:28,2023-05-22 12:04:28,2023-05-14 12:52:28.000,75,921,16,3,Distribuidor,8,CYBER,8,1055.932042,8447.46,5511.47,4228 Calle Central Apt 27 - Ref 038699,Nota interna orden 038699: validacion logistica 434876 prioridad C lote 98b15e7e,ETL-20230514-038699
38700,2025-09-02 12:35:19,2025-09-11 20:55:19,2025-09-02 12:35:19.000,24,1126,2,4,Marketplace,11,TEMPORADA,7,1596.760963,10842.01,5742.02,3515 Calle Central Apt 194 - Ref 038700,Nota interna orden 038700: validacion logistica 516087 prioridad A lote 9eafb540,ETL-20250902-038700
38701,2024-04-01 20:46:51,2024-04-09 21:19:51,2024-04-01 20:46:51.000,13,1803,2,1,Online,18,TEMPORADA,2,359.339126,646.81,484.05,809 Calle Central Apt 597 - Ref 038701,Nota interna orden 038701: validacion logistica 252040 prioridad B lote 9f9ec737,ETL-20240401-038701
38702,2023-11-17 05:59:58,2023-11-20 02:20:58,2023-11-17 05:59:58.000,27,1705,30,1,Online,22,OUTLET,3,20.023885,54.06,51.81,7235 Calle Central Apt 663 - Ref 038702,Nota interna orden 038702: validacion logistica 232150 prioridad C lote 546bb652,ETL-20231117-038702
38703,2024-03-25 21:41:51,2024-04-03 21:21:51,2024-03-25 21:41:51.000,26,2418,7,3,Distribuidor,15,CYBER,3,679.989134,2039.97,1491.67,2370 Calle Central Apt 313 - Ref 038703,Nota interna orden 038703: validacion logistica 742000 prioridad A lote f1ea03fc,ETL-20240325-038703
38704,2023-11-04 18:01:12,2023-11-08 16:47:12,2023-11-04 18:01:12.000,32,2229,11,1,Online,3,CYBER,2,803.965986,1366.74,807.83,4325 Calle Central Apt 695 - Ref 038704,Nota interna orden 038704: validacion logistica 784783 prioridad C lote e8cca3fa,ETL-20231104-038704
38705,2025-10-30 02:06:31,2025-11-01 03:54:31,2025-10-30 02:06:31.000,24,678,4,4,Marketplace,14,BLACKFRIDAY,6,1504.796273,8577.34,4844.27,9814 Calle Central Apt 472 - Ref 038705,Nota interna orden 038705: validacion logistica 263951 prioridad B lote 7c77475f,ETL-20251030-038705
38706,2024-10-28 02:55:18,2024-10-31 05:31:18,2024-10-28 02:55:18.000,15,2053,6,5,Call Center,5,OUTLET,8,1225.297914,8626.10,6309.14,5027 Calle Central Apt 816 - Ref 038706,Nota interna orden 038706: validacion logistica 199749 prioridad B lote 1e38f960,ETL-20241028-038706
38707,2024-03-19 04:30:07,2024-03-25 02:08:07,2024-03-19 04:30:07.000,52,1775,33,3,Distribuidor,8,CYBER,2,934.898510,1869.80,1029.29,1957 Calle Central Apt 359 - Ref 038707,Nota interna orden 038707: validacion logistica 587774 prioridad C lote e422743f,ETL-20240319-038707
38708,2023-04-30 19:11:03,2023-05-05 13:51:03,2023-04-30 19:11:03.000,66,409,19,3,Distribuidor,9,LOYALTY,6,719.823815,4103.00,2755.05,5213 Calle Central Apt 481 - Ref 038708,Nota interna orden 038708: validacion logistica 134020 prioridad C lote 11c17a5a,ETL-20230430-038708
38709,2025-08-02 01:43:17,2025-08-09 10:44:17,2025-08-02 01:43:17.000,1,1591,9,5,Call Center,7,BLACKFRIDAY,3,1134.640162,2893.33,2182.87,7052 Calle Central Apt 846 - Ref 038709,Nota interna orden 038709: validacion logistica 266036 prioridad A lote 4fc70ee9,ETL-20250802-038709
38710,2025-11-10 08:29:35,2025-11-15 21:10:35,2025-11-10 08:29:35.000,53,33,21,1,Online,16,LOYALTY,1,1134.645075,1077.91,780.91,7016 Calle Central Apt 354 - Ref 038710,Nota interna orden 038710: validacion logistica 986173 prioridad B lote 14895709,ETL-20251110-038710
38711,2024-10-27 09:10:54,2024-11-02 05:34:54,2024-10-27 09:10:54.000,10,1164,2,3,Distribuidor,19,BLACKFRIDAY,8,264.109779,2007.23,1657.40,3739 Calle Central Apt 333 - Ref 038711,Nota interna orden 038711: validacion logistica 934560 prioridad C lote 0a9d5b76,ETL-20241027-038711
38712,2024-01-10 10:04:22,2024-01-15 18:11:22,2024-01-10 10:04:22.000,22,2391,12,3,Distribuidor,6,TEMPORADA,7,359.619441,2315.95,1628.24,7961 Calle Central Apt 195 - Ref 038712,Nota interna orden 038712: validacion logistica 743483 prioridad A lote 31190929,ETL-20240110-038712
38713,2024-11-26 20:28:35,2024-11-30 03:20:35,2024-11-26 20:28:35.000,49,1935,18,4,Marketplace,13,SIN_PROMO,4,424.749699,1529.10,1006.36,6934 Calle Central Apt 785 - Ref 038713,Nota interna orden 038713: validacion logistica 962232 prioridad C lote 49d4816e,ETL-20241126-038713
38714,2023-08-29 16:45:43,2023-08-31 00:14:43,2023-08-29 16:45:43.000,16,1362,5,5,Call Center,24,SIN_PROMO,6,621.401899,3728.41,2872.13,4143 Calle Central Apt 380 - Ref 038714,Nota interna orden 038714: validacion logistica 344931 prioridad A lote 9a40aa90,ETL-20230829-038714
38715,2025-09-21 23:06:39,2025-09-26 19:30:39,2025-09-21 23:06:39.000,80,1323,3,4,Marketplace,10,OUTLET,5,519.276316,2518.49,1529.90,6180 Calle Central Apt 625 - Ref 038715,Nota interna orden 038715: validacion logistica 384154 prioridad C lote 60f5bc99,ETL-20250921-038715
38716,2025-03-19 17:13:20,2025-03-28 10:51:20,2025-03-19 17:13:20.000,71,799,8,3,Distribuidor,12,SIN_PROMO,4,468.913299,1688.09,1373.27,7399 Calle Central Apt 684 - Ref 038716,Nota interna orden 038716: validacion logistica 539265 prioridad A lote 2991ddbc,ETL-20250319-038716
38717,2024-05-06 12:54:10,2024-05-10 21:09:10,2024-05-06 12:54:10.000,33,474,20,5,Call Center,10,OUTLET,5,816.145924,3958.31,2941.87,673 Calle Central Apt 835 - Ref 038717,Nota interna orden 038717: validacion logistica 961036 prioridad C lote 1710a6f4,ETL-20240506-038717
38718,2024-10-30 00:06:43,2024-11-04 17:53:43,2024-10-30 00:06:43.000,53,1130,11,2,Tienda Fisica,21,LOYALTY,1,943.918229,896.72,837.70,2977 Calle Central Apt 618 - Ref 038718,Nota interna orden 038718: validacion logistica 905876 prioridad A lote 23315423,ETL-20241030-038718
38719,2023-10-09 16:36:05,2023-10-10 21:03:05,2023-10-09 16:36:05.000,80,748,22,1,Online,6,TEMPORADA,4,495.699009,1824.17,1201.50,9591 Calle Central Apt 534 - Ref 038719,Nota interna orden 038719: validacion logistica 108485 prioridad A lote 228d7fa7,ETL-20231009-038719
38720,2024-06-22 04:13:43,2024-06-27 14:53:43,2024-06-22 04:13:43.000,52,1609,24,2,Tienda Fisica,2,BLACKFRIDAY,6,845.115310,4918.57,3253.79,2022 Calle Central Apt 737 - Ref 038720,Nota interna orden 038720: validacion logistica 852480 prioridad A lote 60d1730e,ETL-20240622-038720
38721,2024-07-03 12:58:36,2024-07-10 01:37:36,2024-07-03 12:58:36.000,31,2249,9,4,Marketplace,1,SIN_PROMO,7,1329.757084,8377.47,4801.78,4739 Calle Central Apt 209 - Ref 038721,Nota interna orden 038721: validacion logistica 368674 prioridad C lote b58a9e81,ETL-20240703-038721
38722,2023-02-20 16:46:14,2023-02-22 21:03:14,2023-02-20 16:46:14.000,69,1230,16,3,Distribuidor,20,CYBER,5,854.480571,3930.61,4130.44,2841 Calle Central Apt 149 - Ref 038722,Nota interna orden 038722: validacion logistica 339322 prioridad A lote abc7b770,ETL-20230220-038722
38723,2025-12-20 07:02:19,2025-12-23 04:55:19,2025-12-20 07:02:19.000,70,1207,22,3,Distribuidor,16,LOYALTY,1,466.068546,442.77,316.79,7869 Calle Central Apt 718 - Ref 038723,Nota interna orden 038723: validacion logistica 667062 prioridad A lote bcd48717,ETL-20251220-038723
38724,2024-12-30 13:15:51,2024-12-31 19:04:51,2024-12-30 13:15:51.000,71,2433,28,4,Marketplace,22,OUTLET,4,524.511321,1888.24,1488.88,6117 Calle Central Apt 561 - Ref 038724,Nota interna orden 038724: validacion logistica 729806 prioridad B lote 10c50da9,ETL-20241230-038724
38725,2025-06-07 17:54:19,2025-06-10 00:15:19,2025-06-07 17:54:19.000,43,2089,16,1,Online,1,SIN_PROMO,5,129.169524,581.26,510.29,5517 Calle Central Apt 677 - Ref 038725,Nota interna orden 038725: validacion logistica 287846 prioridad C lote 5af3e9d5,ETL-20250607-038725
38726,2025-12-29 16:04:13,2025-12-31 10:36:13,2025-12-29 16:04:13.000,72,2199,3,3,Distribuidor,24,SIN_PROMO,3,325.866512,977.60,569.82,4401 Calle Central Apt 304 - Ref 038726,Nota interna orden 038726: validacion logistica 447482 prioridad C lote e0649914,ETL-20251229-038726
38727,2023-12-18 02:42:04,2023-12-23 11:14:04,2023-12-18 02:42:04.000,19,1324,27,3,Distribuidor,8,CYBER,3,756.621455,2269.86,1839.62,4564 Calle Central Apt 298 - Ref 038727,Nota interna orden 038727: validacion logistica 481960 prioridad B lote 1b43191d,ETL-20231218-038727
38728,2025-11-14 00:22:56,2025-11-15 09:07:56,2025-11-14 00:22:56.000,73,2063,23,4,Marketplace,21,LOYALTY,8,498.981140,3792.26,3541.30,1875 Calle Central Apt 287 - Ref 038728,Nota interna orden 038728: validacion logistica 364566 prioridad B lote 8a709a6b,ETL-20251114-038728
38729,2023-01-15 10:54:50,2023-01-17 19:39:50,2023-01-15 10:54:50.000,45,325,33,1,Online,3,CYBER,8,1417.834353,9641.27,5671.95,5973 Calle Central Apt 906 - Ref 038729,Nota interna orden 038729: validacion logistica 786447 prioridad A lote d322dee7,ETL-20230115-038729
38730,2024-05-14 06:01:54,2024-05-19 10:25:54,2024-05-14 06:01:54.000,35,86,32,5,Call Center,10,OUTLET,6,1038.063572,6041.53,4688.63,4362 Calle Central Apt 317 - Ref 038730,Nota interna orden 038730: validacion logistica 807395 prioridad C lote 8d254528,ETL-20240514-038730
38731,2023-12-03 09:16:22,2023-12-05 06:59:22,2023-12-03 09:16:22.000,14,233,17,4,Marketplace,1,SIN_PROMO,2,677.223558,1219.00,1058.77,7774 Calle Central Apt 689 - Ref 038731,Nota interna orden 038731: validacion logistica 360825 prioridad B lote 3cfb831e,ETL-20231203-038731
38732,2023-11-18 01:32:14,2023-11-27 00:31:14,2023-11-18 01:32:14.000,46,1143,4,2,Tienda Fisica,24,SIN_PROMO,6,543.275690,3259.65,1716.49,4538 Calle Central Apt 832 - Ref 038732,Nota interna orden 038732: validacion logistica 968517 prioridad A lote 5d26eb8f,ETL-20231118-038732
38733,2024-10-24 16:03:13,2024-10-29 07:36:13,2024-10-24 16:03:13.000,53,93,20,3,Distribuidor,3,CYBER,4,972.113047,3305.18,3433.00,5264 Calle Central Apt 646 - Ref 038733,Nota interna orden 038733: validacion logistica 229771 prioridad A lote 72d00111,ETL-20241024-038733
38734,2023-08-23 13:45:48,2023-08-30 07:53:48,2023-08-23 13:45:48.000,79,2269,24,1,Online,23,TEMPORADA,8,923.895523,6799.87,5368.53,8413 Calle Central Apt 45 - Ref 038734,Nota interna orden 038734: validacion logistica 877151 prioridad A lote 0b84262c,ETL-20230823-038734
38735,2025-04-29 21:32:33,2025-05-08 06:03:33,2025-04-29 21:32:33.000,34,656,24,3,Distribuidor,2,BLACKFRIDAY,5,1239.687280,6012.48,3915.54,3204 Calle Central Apt 755 - Ref 038735,Nota interna orden 038735: validacion logistica 229189 prioridad A lote e15d3e27,ETL-20250429-038735
