CustomerKey,CustomerName,CustomerSegment,GeographyKey,EmailDomain,BirthYear
924,Andres Rojas 0924,Educacion,17,cliente.co,1966
925,Andres Rojas 0925,Educacion,25,contoso.com,1970
926,Andres Diaz 0926,Retail,10,outlook.com,1987
927,Andres Torres 0927,Educacion,24,gmail.com,1971
928,Jorge Rodriguez 0928,Educacion,29,empresa.com,2000
929,Andres Lopez 0929,Corporativo,9,contoso.com,1971
930,Jorge Sanchez 0930,Pyme,7,outlook.com,1989
931,Miguel Sanchez 0931,Pyme,25,contoso.com,1979
932,Sofia Morales 0932,Educacion,11,cliente.co,1973
933,Felipe Martinez 0933,Pyme,30,outlook.com,1973
934,Carlos Diaz 0934,Retail,23,gmail.com,1984
935,Camila Ramirez 0935,Educacion,33,fabrikam.com,1960
936,Valentina Torres 0936,Educacion,32,outlook.com,1972
937,Felipe Rojas 0937,Educacion,14,cliente.co,1973
938,Sofia Morales 0938,Educacion,6,empresa.com,1980
939,Pedro Castro 0939,Gobierno,14,empresa.com,1981
940,Pedro Martinez 0940,Educacion,21,fabrikam.com,1996
941,Felipe Diaz 0941,Retail,26,gmail.com,1975
942,Ana Lopez 0942,Pyme,4,contoso.com,1984
943,Felipe Gomez 0943,Retail,8,empresa.com,1963
944,Juan Ramirez 0944,Pyme,32,fabrikam.com,1984
945,Isabella Rojas 0945,Gobierno,16,gmail.com,1991
946,Laura Castro 0946,Corporativo,33,gmail.com,1995
947,Maria Lopez 0947,Educacion,1,gmail.com,1987
948,Ana Sanchez 0948,Pyme,4,contoso.com,1966
949,Ana Gomez 0949,Corporativo,34,gmail.com,2002
950,Juan Rojas 0950,Retail,8,cliente.co,1998
951,Maria Perez 0951,Pyme,19,fabrikam.com,1983
952,Felipe Rodriguez 0952,Gobierno,19,empresa.com,1974
953,Ana Diaz 0953,Gobierno,8,gmail.com,1992
954,Felipe Ramirez 0954,Educacion,2,contoso.com,1996
955,Valentina Rodriguez 0955,Educacion,15,cliente.co,1987
956,Juan Garcia 0956,Educacion,2,fabrikam.com,1969
957,Jorge Perez 0957,Educacion,17,contoso.com,1960
958,Valentina Torres 0958,Pyme,8,outlook.com,1970
959,Pedro Sanchez 0959,Retail,1,contoso.com,1968
960,Diego Castro 0960,Educacion,18,empresa.com,1988
961,Jorge Ramirez 0961,Educacion,24,fabrikam.com,1998
962,Maria Martinez 0962,Educacion,16,contoso.com,1990
963,Maria Rojas 0963,Pyme,8,contoso.com,2003
964,Juan Martinez 0964,Corporativo,27,gmail.com,1988
965,Andres Castro 0965,Retail,3,contoso.com,1993
966,Juan Morales 0966,Educacion,3,outlook.com,1974
967,Valentina Vargas 0967,Educacion,14,contoso.com,1992
968,Andres Rojas 0968,Gobierno,2,gmail.com,1994
969,Pedro Lopez 0969,Corporativo,22,fabrikam.com,1968
970,Miguel Martinez 0970,Pyme,18,contoso.com,1969
971,Daniela Ramirez 0971,Retail,27,outlook.com,1981
972,Juan Vargas 0972,Educacion,13,empresa.com,1991
973,Ana Vargas 0973,Gobierno,27,gmail.com,2003
974,Diego Morales 0974,Retail,27,outlook.com,1987
975,Miguel Garcia 0975,Retail,10,empresa.com,1987
976,Carlos Ramirez 0976,Gobierno,7,cliente.co,1979
977,Ana Diaz 0977,Educacion,11,cliente.co,1968
978,Miguel Morales 0978,Pyme,13,contoso.com,1995
979,Jorge Garcia 0979,Educacion,15,contoso.com,1970
980,Miguel Torres 0980,Corporativo,31,contoso.com,1981
981,Isabella Gomez 0981,Gobierno,13,cliente.co,1990
982,Diego Rojas 0982,Corporativo,24,outlook.com,1990
983,Isabella Vargas 0983,Pyme,9,empresa.com,1992
984,Juan Rojas 0984,Pyme,34,cliente.co,1967
985,Camila Martinez 0985,Pyme,2,gmail.com,1986
986,Isabella Perez 0986,Gobierno,26,cliente.co,2000
987,Daniela Castro 0987,Educacion,18,outlook.com,2001
988,Ana Diaz 0988,Corporativo,22,gmail.com,1987
989,Diego Lopez 0989,Gobierno,29,contoso.com,1991
990,Camila Morales 0990,Corporativo,20,empresa.com,1996
991,Maria Gomez 0991,Educacion,10,empresa.com,2001
992,Diego Garcia 0992,Educacion,17,fabrikam.com,1972
993,Felipe Vargas 0993,Pyme,19,fabrikam.com,1996
994,Juan Castro 0994,Gobierno,9,cliente.co,1960
995,Andres Ramirez 0995,Gobierno,6,fabrikam.com,1964
996,Valentina Ramirez 0996,Corporativo,27,outlook.com,1992
997,Valentina Morales 0997,Gobierno,16,fabrikam.com,1965
998,Maria Torres 0998,Retail,3,empresa.com,1963
999,Andres Lopez 0999,Corporativo,2,empresa.com,1992
1000,Isabella Vargas 1000,Pyme,33,contoso.com,1997
1001,Pedro Sanchez 1001,Educacion,3,cliente.co,1987
1002,Miguel Rojas 1002,Educacion,20,cliente.co,1968
1003,Sofia Perez 1003,Educacion,31,empresa.com,1961
1004,Miguel Rodriguez 1004,Pyme,21,empresa.com,1996
1005,Laura Rodriguez 1005,Gobierno,9,contoso.com,1983
1006,Miguel Vargas 1006,Pyme,26,outlook.com,1989
1007,Pedro Sanchez 1007,Educacion,20,empresa.com,1994
1008,Carlos Castro 1008,Gobierno,19,contoso.com,1964
1009,Maria Diaz 1009,Educacion,6,empresa.com,1963
1010,Jorge Torres 1010,Retail,23,contoso.com,1971
1011,Jorge Rodriguez 1011,Educacion,4,outlook.com,1975
1012,Laura Diaz 1012,Retail,19,contoso.com,1998
1013,Pedro Martinez 1013,Retail,19,gmail.com,1999
1014,Camila Gomez 1014,Pyme,7,contoso.com,1991
1015,Daniela Sanchez 1015,Educacion,22,gmail.com,1963
1016,Pedro Rodriguez 1016,Corporativo,6,gmail.com,1967
1017,Valentina Castro 1017,Educacion,27,fabrikam.com,1965
1018,Maria Ramirez 1018,Pyme,7,fabrikam.com,1973
1019,Camila Vargas 1019,Gobierno,24,outlook.com,1974
1020,Daniela Torres 1020,Gobierno,18,contoso.com,1980
1021,Camila Sanchez 1021,Corporativo,6,fabrikam.com,2000
1022,Daniela Rojas 1022,Pyme,14,gmail.com,1968
1023,Felipe Sanchez 1023,Educacion,29,outlook.com,1961
1024,Sofia Diaz 1024,Pyme,19,outlook.com,2003
1025,Andres Rojas 1025,Pyme,17,empresa.com,1981
1026,Carlos Sanchez 1026,Gobierno,21,outlook.com,1973
1027,Jorge Gomez 1027,Gobierno,33,outlook.com,1971
1028,Laura Morales 1028,Corporativo,28,fabrikam.com,2003
1029,Sofia Martinez 1029,Retail,10,contoso.com,1983
1030,Daniela Lopez 1030,Pyme,8,empresa.com,1993
1031,Jorge Diaz 1031,Educacion,11,outlook.com,1966
1032,Carlos Gomez 1032,Corporativo,34,cliente.co,1987
1033,Isabella Vargas 1033,Gobierno,33,contoso.com,2002
1034,Valentina Rojas 1034,Gobierno,28,cliente.co,1977
1035,Laura Martinez 1035,Retail,3,outlook.com,1967
1036,Andres Perez 1036,Pyme,25,contoso.com,1988
1037,Andres Torres 1037,Pyme,11,cliente.co,1991
1038,Isabella Castro 1038,Corporativo,18,contoso.com,1975
1039,Juan Rojas 1039,Gobierno,22,cliente.co,2001
1040,Miguel Rojas 1040,Corporativo,3,contoso.com,1973
1041,Maria Diaz 1041,Retail,1,gmail.com,1960
1042,Ana Perez 1042,Corporativo,14,gmail.com,1963
1043,Jorge Ramirez 1043,Pyme,10,fabrikam.com,1996
1044,Jorge Rojas 1044,Pyme,27,contoso.com,1978
1045,Miguel Rodriguez 1045,Educacion,11,cliente.co,1993
1046,Isabella Sanchez 1046,Corporativo,29,empresa.com,1963
1047,Valentina Gomez 1047,Gobierno,30,cliente.co,1996
1048,Laura Torres 1048,Pyme,9,outlook.com,1990
1049,Pedro Rojas 1049,Educacion,26,contoso.com,1962
1050,Daniela Garcia 1050,Corporativo,27,gmail.com,1961
1051,Andres Perez 1051,Gobierno,9,fabrikam.com,1972
1052,Laura Rojas 1052,Pyme,32,fabrikam.com,1962
1053,Maria Vargas 1053,Pyme,10,contoso.com,1980
1054,Pedro Rodriguez 1054,Pyme,9,gmail.com,1987
1055,Felipe Sanchez 1055,Retail,25,outlook.com,1976
1056,Valentina Rojas 1056,Corporativo,34,fabrikam.com,1960
1057,Andres Martinez 1057,Pyme,11,fabrikam.com,1995
1058,Felipe Castro 1058,Educacion,29,empresa.com,1982
1059,Diego Torres 1059,Pyme,30,contoso.com,1992
1060,Miguel Martinez 1060,Retail,21,outlook.com,1994
1061,Jorge Sanchez 1061,Pyme,3,gmail.com,1998
1062,Jorge Garcia 1062,Gobierno,9,contoso.com,1998
1063,Jorge Gomez 1063,Retail,32,gmail.com,1988
1064,Maria Diaz 1064,Pyme,7,gmail.com,1991
1065,Juan Castro 1065,Educacion,32,outlook.com,1968
1066,Sofia Rojas 1066,Pyme,11,fabrikam.com,1978
1067,Laura Sanchez 1067,Educacion,4,fabrikam.com,2002
1068,Felipe Morales 1068,Pyme,8,gmail.com,1985
1069,Valentina Diaz 1069,Pyme,6,empresa.com,1979
1070,Felipe Ramirez 1070,Educacion,10,gmail.com,1960
1071,Laura Morales 1071,Educacion,17,empresa.com,1988
1072,Isabella Torres 1072,Gobierno,5,gmail.com,1973
1073,Valentina Diaz 1073,Retail,8,cliente.co,1970
1074,Ana Castro 1074,Retail,28,contoso.com,1986
1075,Ana Martinez 1075,Corporativo,14,fabrikam.com,1980
1076,Miguel Sanchez 1076,Educacion,32,gmail.com,1980
1077,Ana Lopez 1077,Corporativo,11,empresa.com,1991
1078,Sofia Gomez 1078,Retail,29,empresa.com,1973
1079,Sofia Garcia 1079,Retail,22,cliente.co,1980
1080,Carlos Ramirez 1080,Gobierno,17,cliente.co,1999
1081,Andres Diaz 1081,Pyme,2,contoso.com,2003
1082,Isabella Torres 1082,Gobierno,4,gmail.com,1970
1083,Daniela Sanchez 1083,Educacion,32,outlook.com,1962
1084,Jorge Perez 1084,Retail,16,contoso.com,1994
1085,Andres Lopez 1085,Pyme,6,fabrikam.com,1980
1086,Miguel Diaz 1086,Corporativo,32,gmail.com,1982
1087,Carlos Castro 1087,Educacion,32,fabrikam.com,1967
1088,Andres Morales 1088,Corporativo,32,empresa.com,1998
1089,Carlos Rojas 1089,Retail,24,cliente.co,1985
1090,Miguel Gomez 1090,Corporativo,10,cliente.co,2000
1091,Camila Castro 1091,Educacion,2,contoso.com,1964
1092,Juan Castro 1092,Corporativo,11,cliente.co,1998
1093,Laura Garcia 1093,Retail,27,empresa.com,1980
1094,Diego Rojas 1094,Corporativo,21,outlook.com,1991
1095,Laura Gomez 1095,Gobierno,21,outlook.com,1984
1096,Laura Morales 1096,Educacion,3,outlook.com,1983
1097,Maria Castro 1097,Gobierno,10,outlook.com,1970
1098,Maria Torres 1098,Gobierno,15,gmail.com,1965
1099,Laura Garcia 1099,Retail,30,outlook.com,1994
1100,Jorge Rodriguez 1100,Educacion,6,gmail.com,1994
1101,Isabella Perez 1101,Retail,16,fabrikam.com,1960
1102,Isabella Perez 1102,Retail,14,contoso.com,1973
1103,Laura Rojas 1103,Educacion,33,gmail.com,1968
1104,Andres Torres 1104,Corporativo,23,gmail.com,1985
1105,Juan Rojas 1105,Retail,26,gmail.com,1991
1106,Valentina Martinez 1106,Corporativo,8,cliente.co,2000
1107,Andres Martinez 1107,Pyme,26,cliente.co,1983
1108,Camila Martinez 1108,Retail,18,cliente.co,1997
1109,Carlos Martinez 1109,Corporativo,24,fabrikam.com,2003
1110,Isabella Morales 1110,Gobierno,16,empresa.com,1964
1111,Ana Sanchez 1111,Gobierno,8,empresa.com,1963
1112,Juan Gomez 1112,Pyme,31,fabrikam.com,1988
1113,Felipe Torres 1113,Pyme,1,fabrikam.com,1990
1114,Ana Gomez 1114,Retail,20,fabrikam.com,1991
1115,Juan Sanchez 1115,Gobierno,3,fabrikam.com,1978
1116,Valentina Rodriguez 1116,Pyme,25,contoso.com,2000
1117,Camila Morales 1117,Educacion,7,gmail.com,1995
1118,Pedro Ramirez 1118,Educacion,3,fabrikam.com,1996
1119,Jorge Rodriguez 1119,Educacion,7,empresa.com,1963
1120,Miguel Gomez 1120,Gobierno,24,outlook.com,1974
1121,Ana Lopez 1121,Gobierno,28,gmail.com,2002
1122,Isabella Vargas 1122,Corporativo,5,empresa.com,1968
1123,Isabella Diaz 1123,Gobierno,28,contoso.com,1979
1124,Ana Martinez 1124,Gobierno,3,outlook.com,1983
1125,Maria Torres 1125,Gobierno,15,cliente.co,1966
1126,Andres Lopez 1126,Educacion,2,gmail.com,1992
1127,Jorge Diaz 1127,Retail,12,fabrikam.com,1993
1128,Miguel Rojas 1128,Retail,12,cliente.co,1994
1129,Miguel Sanchez 1129,Retail,19,cliente.co,2003
1130,Felipe Martinez 1130,Corporativo,11,cliente.co,1963
1131,Valentina Ramirez 1131,Pyme,4,cliente.co,1990
1132,Pedro Garcia 1132,Educacion,14,cliente.co,1990
1133,Miguel Gomez 1133,Pyme,9,cliente.co,1979
1134,Valentina Rodriguez 1134,Retail,6,empresa.com,1999
1135,Jorge Castro 1135,Educacion,19,fabrikam.com,1963
1136,Carlos Sanchez 1136,Retail,6,fabrikam.com,1980
1137,Maria Garcia 1137,Pyme,23,contoso.com,1977
1138,Diego Lopez 1138,Corporativo,24,outlook.com,1989
1139,Daniela Vargas 1139,Pyme,12,empresa.com,1991
1140,Maria Diaz 1140,Pyme,2,fabrikam.com,1971
1141,Valentina Lopez 1141,Gobierno,19,contoso.com,1979
1142,Daniela Vargas 1142,Corporativo,12,gmail.com,1997
1143,Daniela Torres 1143,Retail,4,gmail.com,1991
1144,Diego Rodriguez 1144,Corporativo,2,fabrikam.com,1967
1145,Ana Garcia 1145,Corporativo,21,fabrikam.com,1999
1146,Carlos Castro 1146,Corporativo,32,outlook.com,1970
1147,Juan Vargas 1147,Educacion,31,gmail.com,1972
1148,Maria Ramirez 1148,Retail,24,contoso.com,1984
1149,Diego Perez 1149,Corporativo,23,gmail.com,1983
1150,Ana Rojas 1150,Corporativo,34,outlook.com,2000
1151,Juan Torres 1151,Corporativo,18,outlook.com,1970
1152,Felipe Castro 1152,Retail,10,fabrikam.com,1982
1153,Juan Ramirez 1153,Pyme,27,fabrikam.com,1980
1154,Jorge Ramirez 1154,Retail,26,outlook.com,1968
1155,Laura Gomez 1155,Retail,7,fabrikam.com,1987
1156,Miguel Rodriguez 1156,Gobierno,17,outlook.com,1963
1157,Valentina Gomez 1157,Educacion,2,gmail.com,1980
1158,Isabella Sanchez 1158,Retail,28,outlook.com,1983
1159,Isabella Vargas 1159,Pyme,31,outlook.com,1977
1160,Carlos Gomez 1160,Gobierno,28,empresa.com,1996
1161,Jorge Perez 1161,Gobierno,28,fabrikam.com,1984
1162,Maria Sanchez 1162,Gobierno,18,cliente.co,1994
1163,Andres Rojas 1163,Gobierno,10,fabrikam.com,1988
1164,Juan Rodriguez 1164,Gobierno,2,cliente.co,1963
1165,Camila Morales 1165,Pyme,20,empresa.com,1983
1166,Diego Lopez 1166,Pyme,12,contoso.com,1985
1167,Carlos Garcia 1167,Educacion,18,empresa.com,1997
1168,Pedro Morales 1168,Corporativo,3,gmail.com,1988
1169,Carlos Torres 1169,Pyme,32,cliente.co,1997
1170,Camila Castro 1170,Corporativo,25,empresa.com,1998
1171,Sofia Morales 1171,Retail,27,fabrikam.com,1969
1172,Laura Ramirez 1172,Educacion,11,empresa.com,1972
1173,Ana Garcia 1173,Educacion,17,cliente.co,1988
1174,Andres Vargas 1174,Corporativo,31,outlook.com,1971
1175,Daniela Torres 1175,Educacion,23,fabrikam.com,1991
1176,Carlos Castro 1176,Educacion,12,fabrikam.com,1984
1177,Andres Martinez 1177,Gobierno,29,fabrikam.com,1979
1178,Pedro Sanchez 1178,Corporativo,18,contoso.com,1965
1179,Carlos Rodriguez 1179,Pyme,1,fabrikam.com,1983
1180,Miguel Castro 1180,Corporativo,33,cliente.co,1999
1181,Jorge Sanchez 1181,Retail,26,contoso.com,1983
1182,Camila Sanchez 1182,Retail,2,empresa.com,1994
1183,Andres Sanchez 1183,Pyme,3,empresa.com,1982
1184,Jorge Rojas 1184,Gobierno,8,fabrikam.com,1961
1185,Andres Morales 1185,Pyme,23,cliente.co,1990
1186,Maria Rodriguez 1186,Corporativo,17,gmail.com,1974
1187,Sofia Gomez 1187,Corporativo,9,empresa.com,1965
1188,Isabella Diaz 1188,Corporativo,8,outlook.com,1991
1189,Diego Torres 1189,Educacion,33,gmail.com,1979
1190,Sofia Lopez 1190,Gobierno,10,cliente.co,1988
1191,Felipe Rodriguez 1191,Retail,15,cliente.co,1987
1192,Maria Perez 1192,Retail,8,outlook.com,1965
1193,Laura Morales 1193,Corporativo,29,gmail.com,1966
1194,Diego Vargas 1194,Gobierno,27,cliente.co,1997
1195,Daniela Morales 1195,Educacion,13,gmail.com,1960
1196,Miguel Morales 1196,Educacion,3,fabrikam.com,1963
1197,Pedro Rojas 1197,Educacion,19,cliente.co,1995
1198,Pedro Lopez 1198,Corporativo,21,cliente.co,1989
1199,Sofia Castro 1199,Retail,34,empresa.com,1978
1200,Daniela Perez 1200,Corporativo,24,gmail.com,1970
1201,Pedro Morales 1201,Gobierno,21,cliente.co,1971
1202,Isabella Rojas 1202,Pyme,6,fabrikam.com,1976
1203,Juan Garcia 1203,Pyme,10,fabrikam.com,1997
1204,Pedro Vargas 1204,Retail,7,fabrikam.com,1969
1205,Miguel Garcia 1205,Corporativo,5,empresa.com,1970
1206,Jorge Morales 1206,Pyme,13,gmail.com,1974
1207,Carlos Gomez 1207,Educacion,22,outlook.com,1981
1208,Juan Diaz 1208,Gobierno,32,gmail.com,1965
1209,Valentina Torres 1209,Retail,28,gmail.com,1998
1210,Juan Perez 1210,Gobierno,34,contoso.com,1963
1211,Isabella Sanchez 1211,Retail,17,fabrikam.com,1989
1212,Carlos Sanchez 1212,Gobierno,7,fabrikam.com,1996
1213,Juan Lopez 1213,Pyme,31,empresa.com,2002
1214,Juan Vargas 1214,Corporativo,12,cliente.co,1976
1215,Camila Perez 1215,Pyme,4,cliente.co,1996
1216,Pedro Torres 1216,Corporativo,1,empresa.com,1980
1217,Maria Martinez 1217,Gobierno,3,fabrikam.com,1989
1218,Laura Garcia 1218,Educacion,10,fabrikam.com,1997
1219,Carlos Rojas 1219,Gobierno,24,empresa.com,2002
1220,Jorge Garcia 1220,Educacion,9,cliente.co,1977
1221,Laura Vargas 1221,Pyme,5,gmail.com,1967
1222,Ana Diaz 1222,Corporativo,18,empresa.com,1987
1223,Valentina Sanchez 1223,Pyme,15,fabrikam.com,1970
1224,Juan Ramirez 1224,Gobierno,18,contoso.com,1964
1225,Valentina Garcia 1225,Corporativo,19,empresa.com,1973
1226,Pedro Diaz 1226,Retail,19,empresa.com,1982
1227,Isabella Martinez 1227,Corporativo,4,contoso.com,1994
1228,Ana Rojas 1228,Retail,27,gmail.com,1976
1229,Carlos Martinez 1229,Educacion,8,fabrikam.com,1965
1230,Andres Vargas 1230,Gobierno,16,empresa.com,1974
1231,Maria Perez 1231,Corporativo,10,contoso.com,1999
1232,Daniela Diaz 1232,Educacion,4,empresa.com,1974
1233,Isabella Perez 1233,Pyme,24,cliente.co,1983
1234,Jorge Diaz 1234,Pyme,15,gmail.com,1963
1235,Isabella Morales 1235,Educacion,6,fabrikam.com,1981
1236,Ana Torres 1236,Corporativo,7,contoso.com,1968
1237,Miguel Gomez 1237,Educacion,26,contoso.com,2001
1238,Juan Martinez 1238,Retail,4,outlook.com,1967
1239,Isabella Rodriguez 1239,Retail,17,empresa.com,1996
1240,Valentina Perez 1240,Gobierno,32,empresa.com,1964
1241,Carlos Torres 1241,Retail,16,contoso.com,1977
1242,Diego Garcia 1242,Corporativo,23,empresa.com,1967
1243,Andres Gomez 1243,Gobierno,5,gmail.com,1969
1244,Maria Lopez 1244,Gobierno,5,contoso.com,1999
1245,Felipe Sanchez 1245,Corporativo,9,cliente.co,1974
1246,Jorge Vargas 1246,Pyme,22,fabrikam.com,1964
1247,Juan Morales 1247,Corporativo,9,empresa.com,1979
1248,Ana Lopez 1248,Pyme,3,empresa.com,1993
1249,Juan Diaz 1249,Retail,15,outlook.com,1965
1250,Maria Torres 1250,Pyme,5,fabrikam.com,1969
1251,Camila Gomez 1251,Retail,24,fabrikam.com,1972
1252,Pedro Perez 1252,Pyme,15,fabrikam.com,1961
1253,Laura Gomez 1253,Corporativo,10,gmail.com,1969
1254,Jorge Perez 1254,Retail,15,gmail.com,1969
1255,Sofia Vargas 1255,Pyme,22,contoso.com,1992
1256,Ana Vargas 1256,Pyme,9,cliente.co,2000
1257,Diego Vargas 1257,Gobierno,32,empresa.com,1966
1258,Carlos Lopez 1258,Retail,30,empresa.com,1988
1259,Andres Perez 1259,Corporativo,3,empresa.com,1982
1260,Andres Sanchez 1260,Corporativo,30,cliente.co,1980
1261,Diego Morales 1261,Retail,12,fabrikam.com,1988
1262,Camila Torres 1262,Retail,23,gmail.com,1968
1263,Ana Martinez 1263,Retail,33,fabrikam.com,1970
1264,Felipe Rojas 1264,Retail,14,fabrikam.com,1990
1265,Valentina Perez 1265,Pyme,5,fabrikam.com,1976
1266,Andres Perez 1266,Retail,5,outlook.com,1963
1267,Andres Torres 1267,Gobierno,6,gmail.com,2001
1268,Andres Martinez 1268,Gobierno,20,fabrikam.com,2001
1269,Felipe Castro 1269,Retail,8,empresa.com,1999
1270,Juan Vargas 1270,Corporativo,10,empresa.com,1983
1271,Jorge Sanchez 1271,Educacion,14,cliente.co,1978
1272,Carlos Rodriguez 1272,Gobierno,4,cliente.co,1961
1273,Isabella Torres 1273,Corporativo,1,fabrikam.com,1963
1274,Diego Ramirez 1274,Gobierno,27,contoso.com,1965
1275,Pedro Morales 1275,Educacion,18,fabrikam.com,1960
1276,Valentina Garcia 1276,Educacion,8,outlook.com,1972
1277,Laura Rodriguez 1277,Gobierno,25,fabrikam.com,1965
1278,Ana Gomez 1278,Gobierno,23,fabrikam.com,1977
1279,Laura Perez 1279,Educacion,24,gmail.com,1991
1280,Carlos Gomez 1280,Gobierno,7,gmail.com,1989
1281,Pedro Diaz 1281,Pyme,21,cliente.co,1963
1282,Pedro Morales 1282,Retail,27,outlook.com,1968
1283,Isabella Diaz 1283,Retail,10,contoso.com,1996
1284,Juan Rojas 1284,Gobierno,26,gmail.com,1970
1285,Diego Sanchez 1285,Pyme,28,cliente.co,1991
1286,Pedro Castro 1286,Retail,33,contoso.com,1970
1287,Sofia Diaz 1287,Retail,31,contoso.com,2002
1288,Diego Castro 1288,Gobierno,25,cliente.co,2000
1289,Maria Sanchez 1289,Corporativo,6,empresa.com,1962
1290,Valentina Sanchez 1290,Pyme,7,gmail.com,1983
1291,Jorge Martinez 1291,Corporativo,31,contoso.com,1967
1292,Jorge Sanchez 1292,Retail,8,cliente.co,1963
1293,Andres Morales 1293,Retail,26,contoso.com,1963
1294,Juan Gomez 1294,Retail,12,cliente.co,1964
1295,Isabella Morales 1295,Retail,4,cliente.co,1982
1296,Miguel Garcia 1296,Gobierno,17,fabrikam.com,1999
1297,Isabella Sanchez 1297,Pyme,27,gmail.com,1981
1298,Carlos Rodriguez 1298,Pyme,17,gmail.com,1998
1299,Andres Castro 1299,Educacion,27,gmail.com,1992
1300,Diego Gomez 1300,Corporativo,27,empresa.com,1982
1301,Isabella Gomez 1301,Corporativo,34,empresa.com,1985
1302,Andres Martinez 1302,Gobierno,29,cliente.co,1962
1303,Carlos Garcia 1303,Corporativo,5,fabrikam.com,1981
1304,Andres Martinez 1304,Educacion,8,contoso.com,1960
1305,Andres Vargas 1305,Retail,12,fabrikam.com,1997
1306,Diego Ramirez 1306,Educacion,11,outlook.com,1974
1307,Juan Gomez 1307,Educacion,18,gmail.com,1970
1308,Diego Vargas 1308,Retail,2,cliente.co,1961
1309,Camila Rojas 1309,Retail,8,fabrikam.com,1990
1310,Camila Lopez 1310,Corporativo,31,gmail.com,1986
1311,Diego Perez 1311,Pyme,13,outlook.com,2003
1312,Sofia Lopez 1312,Pyme,25,empresa.com,1986
1313,Daniela Perez 1313,Retail,19,cliente.co,1960
1314,Pedro Castro 1314,Educacion,14,empresa.com,1960
1315,Sofia Ramirez 1315,Educacion,13,gmail.com,1974
1316,Andres Martinez 1316,Pyme,25,empresa.com,1986
1317,Felipe Torres 1317,Gobierno,33,cliente.co,1985
1318,Juan Sanchez 1318,Pyme,2,contoso.com,1964
1319,Andres Diaz 1319,Educacion,34,contoso.com,1986
1320,Juan Perez 1320,Educacion,26,contoso.com,1988
1321,Felipe Sanchez 1321,Retail,17,gmail.com,1983
1322,Andres Ramirez 1322,Educacion,9,cliente.co,1989
1323,Maria Martinez 1323,Corporativo,3,fabrikam.com,1999
1324,Ana Sanchez 1324,Gobierno,27,contoso.com,1997
1325,Camila Rodriguez 1325,Gobierno,21,gmail.com,1988
1326,Pedro Diaz 1326,Pyme,25,cliente.co,1991
1327,Ana Perez 1327,Educacion,30,gmail.com,1981
1328,Sofia Garcia 1328,Educacion,13,contoso.com,1977
1329,Diego Rodriguez 1329,Corporativo,24,fabrikam.com,1970
1330,Miguel Rojas 1330,Corporativo,34,contoso.com,1965
1331,Pedro Torres 1331,Retail,25,cliente.co,2000
1332,Valentina Lopez 1332,Corporativo,11,gmail.com,1997
1333,Diego Perez 1333,Gobierno,26,gmail.com,1987
1334,Juan Sanchez 1334,Educacion,14,empresa.com,1978
1335,Andres Vargas 1335,Pyme,17,empresa.com,1968
1336,Laura Rodriguez 1336,Educacion,21,empresa.com,1965
1337,Ana Rodriguez 1337,Educacion,11,cliente.co,1994
1338,Jorge Morales 1338,Retail,31,empresa.com,1964
1339,Maria Rojas 1339,Pyme,22,contoso.com,2001
1340,Maria Perez 1340,Pyme,6,fabrikam.com,1978
1341,Ana Sanchez 1341,Corporativo,34,gmail.com,1965
1342,Laura Ramirez 1342,Pyme,22,outlook.com,1980
1343,Ana Diaz 1343,Retail,15,fabrikam.com,1983
1344,Maria Gomez 1344,Gobierno,11,fabrikam.com,1982
1345,Carlos Rodriguez 1345,Retail,20,gmail.com,1979
1346,Juan Sanchez 1346,Gobierno,16,empresa.com,1973
1347,Andres Vargas 1347,Corporativo,28,contoso.com,1964
1348,Diego Castro 1348,Educacion,13,cliente.co,1961
1349,Ana Martinez 1349,Gobierno,16,outlook.com,1967
1350,Diego Castro 1350,Retail,7,contoso.com,2001
1351,Sofia Morales 1351,Retail,32,cliente.co,1986
1352,Valentina Castro 1352,Educacion,15,fabrikam.com,1994
1353,Daniela Ramirez 1353,Educacion,17,fabrikam.com,1976
1354,Pedro Perez 1354,Gobierno,5,cliente.co,1995
1355,Laura Castro 1355,Educacion,31,cliente.co,1993
1356,Maria Gomez 1356,Retail,2,contoso.com,1961
1357,Pedro Sanchez 1357,Pyme,30,contoso.com,1990
1358,Jorge Gomez 1358,Educacion,4,fabrikam.com,1979
1359,Carlos Vargas 1359,Educacion,8,contoso.com,2002
1360,Maria Perez 1360,Retail,34,outlook.com,1990
1361,Pedro Perez 1361,Educacion,16,fabrikam.com,1977
1362,Felipe Castro 1362,Educacion,5,fabrikam.com,1983
1363,Valentina Perez 1363,Gobierno,5,cliente.co,1976
1364,Carlos Vargas 1364,Retail,2,outlook.com,1968
1365,Felipe Rojas 1365,Educacion,26,fabrikam.com,1981
1366,Felipe Castro 1366,Retail,15,empresa.com,1982
1367,Miguel Rodriguez 1367,Retail,8,contoso.com,1969
1368,Diego Sanchez 1368,Corporativo,31,outlook.com,1988
1369,Ana Rodriguez 1369,Pyme,31,empresa.com,1981
1370,Carlos Diaz 1370,Educacion,27,gmail.com,1998
1371,Diego Garcia 1371,Retail,17,gmail.com,1972
1372,Carlos Garcia 1372,Retail,13,cliente.co,1987
1373,Valentina Rodriguez 1373,Corporativo,20,contoso.com,1993
1374,Andres Gomez 1374,Educacion,34,gmail.com,1974
